ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Ramos A.,8,251,3655,224,6,3,6,4,6,2,,,,,3,0,Completed,1.04,13,1.04,18.01,1.05,24,1.03,14,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Tabilo A.,Cazaux A.,61,113,940,508,5,7,6,3,6,2,1,6,6,3,3,2,Completed,1.57,2.38,1.6,2.52,1.64,2.52,1.57,2.44,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Alcaraz C.,Zeppieri G.,2,310,8850,172,6,3,6,4,6,2,,,,,3,0,Completed,1.01,26,1.01,54.44,1.01,90,1.01,30.06,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Etcheverry T.,20,53,2270,1025,7,5,6,3,6,4,,,,,3,0,Completed,1.2,4.5,1.25,4.74,1.27,4.74,1.23,4.35,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Davidovich Fokina A.,Llamas Ruiz P.,29,872,1770,22,6,3,6,2,6,7,6,3,,,3,1,Completed,1.1,7,1.13,7.13,1.14,7.6,1.11,6.93,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Fritz T.,66,4,906,4675,7,5,3,6,6,3,6,1,,,3,1,Completed,3.75,1.29,3.74,1.32,4,1.33,3.71,1.28,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Rune H.,Bautista Agut R.,10,49,3440,1064,6,7,6,4,6,3,6,2,,,3,1,Completed,1.14,5.5,1.18,5.67,1.19,6.2,1.16,5.36,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Fearnley J.,Wawrinka S.,55,138,991,432,7,6,6,3,6,2,,,,,3,0,Completed,1.5,2.63,1.48,2.88,1.5,2.96,1.47,2.71,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Vukic A.,24,80,1960,783,6,4,6,4,6,4,,,,,3,0,Completed,1.1,7,1.1,9.13,1.11,9.6,1.09,7.89,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Diallo G.,Cerundolo F.,54,18,997,2475,7,5,6,3,6,4,,,,,3,0,Completed,6.5,1.11,8.05,1.11,8.2,1.14,7.01,1.11,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Lehecka J.,Thompson J.,34,40,1505,1375,6,4,6,2,6,1,,,,,3,0,Completed,1.14,5.5,1.17,5.94,1.17,6.8,1.15,5.68,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ofner S.,Struff J.L.,108,87,533,690,7,6,6,3,6,7,6,2,,,3,1,Completed,1.36,3.2,1.41,3.18,1.45,3.2,1.38,3.1,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Atmane T.,166,121,339,477,6,2,2,6,6,3,6,0,,,3,1,Completed,2.38,1.57,2.55,1.58,2.56,1.62,2.46,1.56,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Shapovalov D.,Martinez P.,31,48,1701,1070,6,2,6,0,6,3,,,,,3,0,Completed,1.5,2.63,1.58,2.54,1.61,2.63,1.55,2.49,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Misolic F.,Bu Y.,153,70,374,874,5,7,7,6,7,6,6,1,,,3,1,Completed,1.57,2.38,1.62,2.45,1.68,2.45,1.58,2.4,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Fils A.,Jarry N.,14,149,2845,390,6,3,6,4,6,7,6,3,,,3,1,Completed,1.14,5.5,1.17,5.92,1.21,6.8,1.15,5.54,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Humbert U.,O Connell C.,21,82,2155,762,7,5,6,3,7,6,,,,,3,0,Completed,1.44,2.75,1.56,2.61,1.56,2.78,1.52,2.59,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Ugo Carabelli C.,57,51,962,1040,6,4,6,1,7,5,,,,,3,0,Completed,1.57,2.38,1.69,2.31,1.69,2.46,1.62,2.34,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Griekspoor T.,Giron M.,35,43,1485,1265,4,6,6,3,6,4,7,5,,,3,1,Completed,1.3,3.5,1.3,3.89,1.3,4.2,1.28,3.71,,
29,Paris,French Open,2025-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Rinderknech A.,1,75,10380,801,6,4,6,3,7,5,,,,,3,0,Completed,1.01,29,1.01,39.89,1.02,60,1.01,24.75,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,De Minaur A.,Djere L.,9,59,3635,952,6,3,6,4,7,6,,,,,3,0,Completed,1.2,4.5,1.24,4.54,1.25,4.8,1.22,4.38,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Gomez F.A.,Kovacevic A.,144,76,405,799,4,6,6,4,6,4,6,1,,,3,1,Completed,2.3,1.62,2.4,1.65,2.44,1.68,2.32,1.62,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Norrie C.,Medvedev D.,81,11,762,3290,7,5,6,3,4,6,1,6,7,5,3,2,Completed,4.5,1.2,4.43,1.25,4.5,1.27,4.33,1.23,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Shevchenko A.,Lajovic D.,103,125,580,466,6,2,6,4,7,6,,,,,3,0,Completed,2.75,1.44,2.89,1.48,3.1,1.5,2.85,1.44,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,Quinn E.,17,106,2595,538,6,2,6,3,2,6,,,,,2,1,Completed,1.33,3.4,1.37,3.4,1.37,3.6,1.34,3.35,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Bublik A.,Duckworth J.,62,92,915,651,6,2,6,4,6,4,,,,,3,0,Completed,1.14,5.5,1.17,5.86,1.2,6.2,1.16,5.42,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Tien L.,3,67,7285,893,6,3,6,3,6,4,,,,,3,0,Completed,1.03,15,1.05,13.31,1.05,21,1.03,14.03,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,De Jong J.,Passaro F.,88,139,690,423,3,6,6,7,6,4,7,6,6,1,3,2,Completed,1.53,2.5,1.53,2.71,1.56,2.78,1.51,2.61,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Mensik J.,Muller A.,19,39,2272,1388,7,5,6,7,7,5,6,3,,,3,1,Completed,1.4,3,1.4,3.2,1.44,3.32,1.39,3.07,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Walton A.,Marterer M.,91,239,653,233,7,6,4,6,6,3,2,6,6,2,3,2,Completed,4,1.25,3.9,1.3,4.1,1.31,3.82,1.27,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Herbert P.,Bonzi B.,147,60,399,943,7,5,3,6,4,6,7,5,6,2,3,2,Completed,2.38,1.57,2.51,1.6,2.56,1.63,2.44,1.57,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,McDonald M.,6,98,4230,617,6,3,6,3,6,3,,,,,3,0,Completed,1.02,21,1.02,22.07,1.02,38,1.01,18.03,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Rocha H.,Basilashvili N.,200,133,278,449,7,6,2,6,7,6,2,6,6,2,3,2,Completed,2.75,1.44,2.89,1.47,2.96,1.5,2.78,1.45,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Harris L.,15,227,2820,244,6,4,4,6,6,3,6,1,,,3,1,Completed,1.07,9,1.09,10.34,1.11,12.5,1.07,9.17,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Draper J.,Bellucci M.,5,68,4610,891,3,6,6,1,6,4,6,2,,,3,1,Completed,1.02,19,1.02,24.69,1.03,27,1.02,16.9,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Arnaldi M.,Auger-Aliassime F.,36,27,1415,1875,5,7,2,6,6,3,6,4,6,2,3,2,Completed,2,1.8,2.05,1.87,2.08,1.91,2.02,1.82,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Cobolli F.,Cilic M.,26,104,1920,563,6,2,6,1,6,3,,,,,3,0,Completed,1.4,3,1.42,3.13,1.44,3.2,1.41,2.99,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Moutet C.,Tabur C.,73,280,812,196,6,3,7,6,6,3,,,,,3,0,Completed,1.22,4.33,1.25,4.45,1.27,4.7,1.23,4.27,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Fonseca J.,Hurkacz H.,65,28,907,1830,6,2,6,4,6,2,,,,,3,0,Completed,1.8,2,1.85,2.07,1.89,2.1,1.8,2.03,,
29,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Dellien H.,42,90,1265,656,4,6,3,6,6,1,7,6,6,1,3,2,Completed,1.33,3.4,1.34,3.58,1.37,3.75,1.33,3.41,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Musetti L.,Galan D.E.,7,122,3860,477,6,4,6,0,6,4,,,,,3,0,Completed,1.03,17,1.04,19.79,1.05,26,1.02,15.65,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Medjedovic H.,Cerundolo J.M.,74,109,811,530,6,3,6,4,7,5,,,,,3,0,Completed,1.44,2.75,1.46,2.94,1.49,3,1.45,2.79,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Altmaier D.,Kopriva V.,66,86,906,715,6,2,4,6,6,3,7,5,,,3,1,Completed,1.5,2.63,1.57,2.57,1.65,2.63,1.54,2.51,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Popyrin A.,Tabilo A.,25,61,1950,940,7,5,6,3,6,4,,,,,3,0,Completed,1.5,2.63,1.56,2.59,1.59,2.66,1.52,2.56,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Halys Q.,Kecmanovic M.,52,46,1039,1146,4,6,6,3,7,6,7,5,,,3,1,Completed,2.38,1.57,2.37,1.66,2.5,1.66,2.41,1.58,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Navone M.,Opelka R.,97,93,620,651,6,1,7,6,6,3,,,,,3,0,Completed,1.25,4,1.25,4.49,1.28,4.7,1.24,4.1,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Borges N.,Ruud C.,41,8,1285,3655,2,6,6,4,6,1,6,0,,,3,1,Completed,8,1.08,9.72,1.09,10,1.11,8.33,1.08,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Khachanov K.,Ofner S.,24,108,1960,533,7,5,3,6,7,5,4,6,6,2,3,2,Completed,1.44,2.75,1.42,3.11,1.5,3.2,1.45,2.79,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Alcaraz C.,Marozsan F.,2,56,8850,990,6,1,4,6,6,1,6,2,,,3,1,Completed,1.03,15,1.03,19.15,1.03,26,1.02,15.56,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Dzumhur D.,Mpetshi G.,69,37,875,1414,7,6,6,3,4,6,6,4,,,3,1,Completed,2.63,1.5,2.54,1.58,2.63,1.65,2.55,1.52,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Paul T.,Fucsovics M.,12,124,3210,468,4,6,2,6,6,3,7,5,6,4,3,2,Completed,1.17,5,1.22,4.97,1.24,5,1.19,4.87,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Gigante M.,Tsitsipas S.,167,20,338,2270,6,4,5,7,6,2,6,4,,,3,1,Completed,8,1.08,9.69,1.09,10.5,1.1,8.43,1.08,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Korda S.,Brooksby J.,23,161,2020,347,6,1,6,2,7,6,,,,,3,0,Completed,1.33,3.4,1.35,3.54,1.36,3.7,1.32,3.44,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Shelton B.,Gaston H.,13,83,2980,753,,,,,,,,,,,,,Walkover,1.36,3.2,1.42,3.13,1.42,3.25,1.37,3.04,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Tiafoe F.,Carreno Busta P.,16,99,2665,615,6,4,6,3,6,1,,,,,3,0,Completed,1.53,2.5,1.62,2.46,1.64,2.65,1.55,2.49,,
29,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Rune H.,Nava E.,10,137,3440,433,6,3,7,6,6,3,,,,,3,0,Completed,1.13,6,1.12,7.54,1.14,8.6,1.12,6.43,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Bublik A.,De Minaur A.,62,9,915,3635,2,6,2,6,6,4,6,3,6,2,3,2,Completed,8,1.08,8.88,1.1,8.88,1.12,7.77,1.09,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Lehecka J.,Davidovich Fokina A.,34,29,1505,1770,6,3,3,6,6,1,6,2,,,3,1,Completed,2.1,1.73,2.1,1.83,2.16,1.85,2.07,1.78,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Fils A.,Munar J.,14,57,2845,962,7,6,7,6,2,6,0,6,6,4,3,2,Completed,1.17,5,1.19,5.51,1.2,5.7,1.17,5.17,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Rocha H.,Mensik J.,200,19,278,2272,2,6,1,6,6,4,6,3,6,3,3,2,Completed,11,1.05,13.9,1.06,16.5,1.06,11.78,1.05,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,De Jong J.,3,88,7285,690,3,6,6,1,6,2,6,3,,,3,1,Completed,1.04,13,1.04,17.04,1.04,20,1.03,13.32,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Griekspoor T.,Diallo G.,35,54,1485,997,7,5,7,6,1,6,6,3,,,3,1,Completed,1.53,2.5,1.61,2.49,1.62,2.6,1.57,2.43,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Sinner J.,Gasquet R.,1,166,10380,339,6,3,6,0,6,4,,,,,3,0,Completed,1.01,34,1.01,39.43,1.01,60,1.01,23.89,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Walton A.,15,91,2820,653,7,6,6,1,7,6,,,,,3,0,Completed,1.03,15,1.04,20.18,1.05,22,1.03,14.58,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Cobolli F.,Arnaldi M.,26,36,1920,1415,6,3,6,3,6,7,6,1,,,3,1,Completed,1.73,2.1,1.87,2.04,1.93,2.12,1.8,2.04,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Fonseca J.,Herbert P.,65,147,907,399,7,6,7,6,6,4,,,,,3,0,Completed,1.03,15,1.05,14.24,1.07,15,1.03,13.06,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Norrie C.,Gomez F.A.,81,144,762,405,7,6,6,2,6,1,,,,,3,0,Completed,1.13,6,1.15,6.66,1.17,6.66,1.14,6,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Quinn E.,Shevchenko A.,106,103,538,580,6,4,4,6,6,7,7,6,7,5,3,2,Completed,2.1,1.73,2.23,1.74,2.34,1.79,2.15,1.72,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Moutet C.,6,73,4230,812,6,3,6,2,7,6,,,,,3,0,Completed,1.07,9,1.09,9.4,1.11,9.6,1.08,8.41,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Misolic F.,Shapovalov D.,153,31,374,1701,7,6,7,6,4,6,4,6,6,3,3,2,Completed,2.38,1.57,2.42,1.64,2.54,1.64,2.4,1.59,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Fearnley J.,Humbert U.,55,21,991,2155,6,3,4,4,,,,,,,1,0,Retired,2.1,1.73,2.22,1.74,2.29,1.76,2.15,1.71,,
29,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Draper J.,Monfils G.,5,42,4610,1265,6,3,4,6,6,3,7,5,,,3,1,Completed,1.13,6,1.14,6.88,1.15,7.6,1.13,6.2,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Musetti L.,Navone M.,7,97,3860,620,4,6,6,4,6,3,6,2,,,3,1,Completed,1.1,7,1.12,7.59,1.15,7.6,1.11,6.82,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Paul T.,Khachanov K.,12,24,3210,1960,6,3,3,6,7,6,3,6,6,3,3,2,Completed,2.1,1.73,2.13,1.8,2.22,1.8,2.08,1.75,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Popyrin A.,Borges N.,25,41,1950,1285,6,4,7,6,7,6,,,,,3,0,Completed,1.73,2.1,1.83,2.1,1.84,2.16,1.77,2.08,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Rune H.,Halys Q.,10,52,3440,1039,4,6,6,2,5,7,7,5,6,2,3,2,Completed,1.17,5,1.18,5.68,1.2,6.2,1.17,5.17,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Altmaier D.,Medjedovic H.,66,74,906,811,4,6,6,3,6,3,6,2,,,3,1,Completed,2.5,1.53,2.49,1.61,2.56,1.62,2.44,1.56,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Shelton B.,Gigante M.,13,167,2980,338,6,3,6,3,6,4,,,,,3,0,Completed,1.53,2.5,1.52,2.72,1.55,2.78,1.52,2.58,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Tiafoe F.,Korda S.,16,23,2665,2020,7,6,6,3,6,4,,,,,3,0,Completed,2,1.8,2.05,1.87,2.08,1.94,1.98,1.84,,
29,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Alcaraz C.,Dzumhur D.,2,69,8850,875,6,1,6,3,4,6,6,4,,,3,1,Completed,1.01,34,1,90.33,1.01,90.33,1.01,33.42,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Griekspoor T.,Quinn E.,35,106,1485,538,4,6,6,1,6,7,6,1,6,4,3,2,Completed,1.17,5,1.19,5.46,1.22,5.46,1.18,5.07,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Sinner J.,Lehecka J.,1,34,10380,1505,6,0,6,1,6,2,,,,,3,0,Completed,1.07,9,1.06,13.66,1.08,13.67,1.06,9.83,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Rublev A.,Fils A.,15,14,2820,2845,,,,,,,,,,,,,Walkover,1.57,2.38,1.68,2.32,1.68,2.5,1.61,2.34,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Cobolli F.,3,26,7285,1920,6,2,7,6,6,1,,,,,3,0,Completed,1.17,5,1.21,5.14,1.21,5.6,1.19,4.89,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Draper J.,Fonseca J.,5,65,4610,907,6,2,6,4,6,2,,,,,3,0,Completed,1.5,2.63,1.43,3.06,1.52,3.06,1.46,2.76,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Bublik A.,Rocha H.,62,200,915,278,7,5,6,1,6,2,,,,,3,0,Completed,1.3,3.5,1.33,3.65,1.37,3.7,1.31,3.48,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Norrie C.,Fearnley J.,81,55,762,991,6,3,7,6,6,2,,,,,3,0,Completed,1.73,2.1,1.81,2.12,1.84,2.16,1.74,2.1,,
29,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Misolic F.,6,153,4230,374,6,3,6,4,6,2,,,,,3,0,Completed,1.05,11,1.07,10.82,1.07,15,1.06,10.1,,
29,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Paul T.,Popyrin A.,12,25,3210,1950,6,3,6,3,6,3,,,,,3,0,Completed,1.57,2.38,1.67,2.36,1.67,2.58,1.59,2.39,,
29,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Alcaraz C.,Shelton B.,2,13,8850,2980,7,6,6,3,4,6,6,4,,,3,1,Completed,1.05,11,1.05,13.88,1.07,14,1.04,11.11,,
29,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Tiafoe F.,Altmaier D.,16,66,2665,906,6,3,6,4,7,6,,,,,3,0,Completed,1.5,2.63,1.54,2.66,1.56,2.83,1.49,2.63,,
29,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Musetti L.,Rune H.,7,10,3860,3440,7,5,3,6,6,3,6,2,,,3,1,Completed,1.44,2.75,1.49,2.85,1.52,2.98,1.46,2.75,,
29,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Griekspoor T.,3,35,7285,1485,6,4,3,0,,,,,,,1,0,Retired,1.13,6,1.15,6.47,1.16,7.2,1.13,6.16,,
29,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Norrie C.,6,81,4230,762,6,2,6,3,6,2,,,,,3,0,Completed,1.08,8,1.07,12.26,1.1,12.26,1.08,8.71,,
29,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Bublik A.,Draper J.,62,5,915,4610,5,7,6,3,6,2,6,4,,,3,1,Completed,9,1.07,10.11,1.08,11.5,1.1,8.56,1.08,,
29,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Sinner J.,Rublev A.,1,15,10380,2820,6,1,6,3,6,4,,,,,3,0,Completed,1.05,11,1.06,12.79,1.07,14.5,1.05,10.7,,
29,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Musetti L.,Tiafoe F.,7,16,3860,2665,6,2,4,6,7,5,6,2,,,3,1,Completed,1.22,4.33,1.22,4.89,1.25,5.1,1.22,4.41,,
29,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Alcaraz C.,Paul T.,2,12,8850,3210,6,0,6,1,6,4,,,,,3,0,Completed,1.08,8,1.12,7.82,1.12,10,1.09,7.99,,
29,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Sinner J.,Bublik A.,1,62,10380,915,6,1,7,5,6,0,,,,,3,0,Completed,1.03,17,1.03,17.08,1.04,21,1.02,14.36,,
29,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,6,3,4230,7285,4,6,6,3,6,2,6,4,,,3,1,Completed,1.91,1.91,1.96,1.94,2.02,1.97,1.92,1.92,,
29,Paris,French Open,2025-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Alcaraz C.,Musetti L.,2,7,8850,3860,4,6,7,6,6,0,2,0,,,2,1,Retired,1.13,6,1.15,6.6,1.16,6.8,1.14,6.08,,
29,Paris,French Open,2025-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Sinner J.,Djokovic N.,1,6,10380,4230,6,4,7,5,7,6,,,,,3,0,Completed,1.22,4.33,1.27,4.18,1.29,4.33,1.25,4.03,,
29,Paris,French Open,2025-06-08,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Sinner J.,2,1,8850,10380,4,6,6,7,6,4,7,6,7,6,3,2,Completed,2,1.83,2.03,1.88,2.03,1.94,1.85,1.95,,
30,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3,Lehecka J.,Bonzi B.,33,61,1605,945,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.43,3.05,1.43,3.2,1.39,2.95,,
30,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Fearnley J.,31,49,1650,1078,4,6,7,6,6,1,,,,,2,1,Completed,1.85,1.95,1.9,1.99,1.95,2.02,1.87,1.91,,
30,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3,Struff J.L.,Arnaldi M.,103,41,600,1265,6,4,6,4,,,,,,,2,0,Completed,2,1.83,1.98,1.91,2.06,1.91,1.97,1.82,,
30,Stuttgart,Stuttgart Open,2025-06-09,ATP250,Outdoor,Grass,1st Round,3,Mpetshi G.,Safiullin R.,36,74,1464,816,7,6,3,6,7,5,,,,,2,1,Completed,1.53,2.4,1.58,2.41,1.63,2.63,1.54,2.44,,
30,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3,Rinderknech A.,Shapovalov D.,81,30,761,1651,6,4,2,6,6,0,,,,,2,1,Completed,2.88,1.4,2.98,1.44,3.25,1.47,2.85,1.42,,
30,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3,Herbert P.,Dzumhur D.,132,67,449,900,6,4,3,0,,,,,,,1,0,Retired,1.5,2.6,1.5,2.78,1.53,2.92,1.52,2.55,,
30,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3,Fucsovics M.,Hanfmann Y.,112,135,508,440,7,5,6,4,,,,,,,2,0,Completed,1.5,2.6,1.54,2.64,1.58,2.7,1.49,2.6,,
30,Stuttgart,Stuttgart Open,2025-06-10,ATP250,Outdoor,Grass,1st Round,3,Halys Q.,Sonego L.,47,45,1123,1165,6,7,7,5,6,4,,,,,2,1,Completed,1.57,2.3,1.61,2.44,1.62,2.58,1.59,2.32,,
